,type,block_type,Clasificacion Mamual,makes_sense,text,description,,coordinates_points,filetype,languages,page_number,filename,detection_class_prob,parent_id,image_path,,,,element_id
97,NarrativeText,NarrativeText,NarrativeText,TRUE,"between these dates and use a template “Who is {position}?” (e.g. “Who is the President of Peru?”) to query our NQ RAG model with each index. RAG answers 70% correctly using the 2016 index for 2016 world leaders and 68% using the 2018 index for 2018 world leaders. Accuracy with mismatched indices is low (12% with the 2018 index and 2016 leaders, 4% with the 2016 index and 2018 leaders). This shows we can update RAG’s world knowledge by simply replacing its non-parametric memory.","The text discusses the accuracy of the NQ RAG model in identifying world leaders from different years using specific indices, and highlights the impact of updating the model's non-parametric memory on its performance.",,"((299.14166666666665, 944.1731155555557), (299.14166666666665, 1093.0581155555553), (1404.8313078444437, 1093.0581155555553), (1404.8313078444437, 944.1731155555557))",application/pdf,['eng'],8,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.948151827,a50cba15bb9e9fae609ace2f860ccdcf,,,,,8522991b2ec9d30492b54bb48d051f55
98,NarrativeText,NarrativeText,NarrativeText,TRUE,"Effect of Retrieving more documents Models are trained with either 5 or 10 retrieved latent documents, and we do not observe signiﬁcant differences in performance between them. We have the ﬂexibility to adjust the number of retrieved documents at test time, which can affect performance and runtime. Figure 3 (left) shows that retrieving more documents at test time monotonically improves Open-domain QA results for RAG-Sequence, but performance peaks for RAG-Token at 10 retrieved documents. Figure 3 (right) shows that retrieving more documents leads to higher Rouge-L for RAG-Token at the expense of Bleu-1, but the effect is less pronounced for RAG-Sequence.","The text discusses the impact of retrieving different numbers of latent documents on the performance of RAG-Sequence and RAG-Token models in Open-domain QA tasks, including performance metrics like Rouge-L and Bleu-1.",,"((300.0, 1136.1627316666666), (300.0, 1345.8470044444443), (1404.5081787109375, 1345.8470044444443), (1404.5081787109375, 1136.1627316666666))",application/pdf,['eng'],8,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.950724125,a50cba15bb9e9fae609ace2f860ccdcf,,,,,8466a5ae3d177a631a7932df7558755e
99,Image,,,,e o 80 mmmmmmmmmmmmmmmmmmmmm-oomoooe 55 = / £ i =70 g/ ] — RAGTokRL Z |l g - RAGTokB1 o 50 = . oeq B Z a0qh — racm | 5 Ch ! --- RAGSeq | Z 40 B ] I R K Retrieved Docs K Retrieved Docs K Retrieved Docs,,,"((302.67474365234375, 1383.7386474609375), (302.67474365234375, 1621.38037109375), (1406.9013671875, 1621.38037109375), (1406.9013671875, 1383.7386474609375))",application/pdf,['eng'],8,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.890675247,,./images/Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf/figure-8-4.jpg,,,,4c64b048f43f75e25b129781850ec48a
100,FigureCaption,FigureCaption,FigureCaption,TRUE,Figure 3: Left: NQ performance as more documents are retrieved. Center: Retrieval recall perfor- mance in NQ. Right: MS-MARCO Bleu-1 and Rouge-L as more documents are retrieved.,This text block is a caption for a figure that describes the performance metrics of NQ and MS-MARCO as more documents are retrieved.,,"((290.564453125, 1615.4814488888887), (290.564453125, 1673.4581155555557), (1413.773193359375, 1673.4581155555557), (1413.773193359375, 1615.4814488888887))",application/pdf,['eng'],8,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.773726165,,,,,,e2419bce5b975c583d9c172cea72bdc8
101,Title,Title,Title,TRUE,5 Related Work,"This text block is a sectional heading, indicating the start of a section related to previous work or literature review.",,"((294.8809814453125, 1753.953991111111), (294.8809814453125, 1787.1628799999999), (547.47264, 1787.1628799999999), (547.47264, 1753.953991111111))",application/pdf,['eng'],8,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.906581938,,,,,,b593e50451af4d77bde95e15c1362e6a
102,NarrativeText,NarrativeText,NarrativeText,TRUE,"Single-Task Retrieval Prior work has shown that retrieval improves performance across a variety of NLP tasks when considered in isolation. Such tasks include open-domain question answering [5, 29], fact checking [56], fact completion [48], long-form question answering [12], Wikipedia article generation [36], dialogue [41, 65, 9, 13], translation [17], and language modeling [19, 27]. Our work uniﬁes previous successes in incorporating retrieval into individual tasks, showing that a single retrieval-based architecture is capable of achieving strong performance across several tasks.",The text discusses the benefits of retrieval in various NLP tasks and highlights the unification of these benefits into a single retrieval-based architecture capable of strong performance across multiple tasks.,,"((299.0027777777778, 1826.5960649999997), (299.0027777777778, 2005.97756), (1408.35107421875, 2005.97756), (1408.35107421875, 1826.5960649999997))",application/pdf,['eng'],8,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.943341613,b593e50451af4d77bde95e15c1362e6a,,,,,79229041787fe5b33041f012437509ef
103,Footer,UncategorizedText,UncategorizedText,FALSE,8,The text '8' does not provide enough context or information to be classified into any specific category.,,"((842.8639526367188, 2061.325893333333), (842.8639526367188, 2088.999782222222), (857.8801879882812, 2088.999782222222), (857.8801879882812, 2061.325893333333))",application/pdf,['eng'],8,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.724442959,,,,,,7c9e222e4488da52ff86dd2bf14ee0aa
104,NarrativeText,NarrativeText,NarrativeText,TRUE,"General-Purpose Architectures for NLP Prior work on general-purpose architectures for NLP tasks has shown great success without the use of retrieval. A single, pre-trained language model has been shown to achieve strong performance on various classiﬁcation tasks in the GLUE bench- marks [60, 61] after ﬁne-tuning [49, 8]. GPT-2 [50] later showed that a single, left-to-right, pre-trained language model could achieve strong performance across both discriminative and generative tasks. For further improvement, BART [32] and T5 [51, 52] propose a single, pre-trained encoder-decoder model that leverages bi-directional attention to achieve stronger performance on discriminative and generative tasks. Our work aims to expand the space of possible tasks with a single, uniﬁed architecture, by learning a retrieval module to augment pre-trained, generative language models.","The text discusses the success of general-purpose architectures for NLP tasks, mentioning specific models like GPT-2, BART, and T5, and their performance on various tasks. It also introduces the idea of expanding task capabilities with a unified architecture that includes a retrieval module.",,"((300.0, 205.78495388888882), (300.0, 476.0747822222223), (1409.71826171875, 476.0747822222223), (1409.71826171875, 205.78495388888882))",application/pdf,['eng'],9,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.95221287,,,,,,7bfba462430aa5fefb8902bd59217fe0
105,NarrativeText,NarrativeText,NarrativeText,TRUE,"Learned Retrieval There is signiﬁcant work on learning to retrieve documents in information retrieval, more recently with pre-trained, neural language models [44, 26] similar to ours. Some work optimizes the retrieval module to aid in a speciﬁc, downstream task such as question answering, using search [46], reinforcement learning [6, 63, 62], or a latent variable approach [31, 20] as in our work. These successes leverage different retrieval-based architectures and optimization techniques to achieve strong performance on a single task, while we show that a single retrieval-based architecture can be ﬁne-tuned for strong performance on a variety of tasks.","The text discusses various approaches to learning retrieval in information retrieval, particularly with pre-trained neural language models. It compares different optimization techniques and highlights the versatility of a single retrieval-based architecture for multiple tasks.",,"((299.0027777777778, 512.4127316666668), (299.0027777777778, 722.0970044444446), (1406.478759765625, 722.0970044444446), (1406.478759765625, 512.4127316666668))",application/pdf,['eng'],9,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.950012207,,,,,,35cff91a130a2f390908b0125dd63205
106,NarrativeText,NarrativeText,NarrativeText,TRUE,"Memory-based Architectures Our document index can be seen as a large external memory for neural networks to attend to, analogous to memory networks [64, 55]. Concurrent work [14] learns to retrieve a trained embedding for each entity in the input, rather than to retrieve raw text as in our work. Other work improves the ability of dialog models to generate factual text by attending over fact embeddings [15, 13]. A key feature of our memory is that it is comprised of raw text rather distributed representations, which makes the memory both (i) human-readable, lending a form of interpretability to our model, and (ii) human-writable, enabling us to dynamically update the model’s memory by editing the document index. This approach has also been used in knowledge-intensive dialog, where generators have been conditioned on retrieved text directly, albeit obtained via TF-IDF rather than end-to-end learnt retrieval [9].","The text discusses memory-based architectures in neural networks, comparing different approaches to retrieving and utilizing text and embeddings for improving dialog models. It highlights the advantages of using raw text for memory, such as interpretability and dynamic updates.",,"((299.0027777777778, 758.432176111111), (299.0027777777778, 1059.02756), (1411.41845703125, 1059.02756), (1411.41845703125, 758.432176111111))",application/pdf,['eng'],9,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.951969266,,,,,,8e02079ef88cf0d4b19b98c83a2511c8
107,NarrativeText,NarrativeText,NarrativeText,TRUE,"Retrieve-and-Edit approaches Our method shares some similarities with retrieve-and-edit style approaches, where a similar training input-output pair is retrieved for a given input, and then edited to provide a ﬁnal output. These approaches have proved successful in a number of domains including Machine Translation [18, 22] and Semantic Parsing [21]. Our approach does have several differences, including less of emphasis on lightly editing a retrieved item, but on aggregating content from several pieces of retrieved content, as well as learning latent retrieval, and retrieving evidence documents rather than related training pairs. This said, RAG techniques may work well in these settings, and could represent promising future work.","The text discusses the similarities and differences between retrieve-and-edit approaches and the method being described. It mentions the success of these approaches in various domains and highlights the unique aspects of the method, such as aggregating content from multiple sources and learning latent retrieval.",,"((300.0, 1095.3655094444443), (300.0, 1335.3525599999998), (1409.8197021484375, 1335.3525599999998), (1409.8197021484375, 1095.3655094444443))",application/pdf,['eng'],9,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.951734841,,,,,,9dd5106d2251efcc339c09ff897a69a4
108,Title,Title,Title,TRUE,6 Discussion,"This text block is a sectional heading, indicating the start of a discussion section in a document.",,"((296.7771301269531, 1381.978991111111), (296.7771301269531, 1415.18788), (504.4747009277344, 1415.18788), (504.4747009277344, 1381.978991111111))",application/pdf,['eng'],9,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.890085876,,,,,,7143db81765b278e3b8719b6380cf860
109,NarrativeText,NarrativeText,NarrativeText,TRUE,"In this work, we presented hybrid generation models with access to parametric and non-parametric memory. We showed that our RAG models obtain state of the art results on open-domain QA. We found that people prefer RAG’s generation over purely parametric BART, ﬁnding RAG more factual and speciﬁc. We conducted an thorough investigation of the learned retrieval component, validating its effectiveness, and we illustrated how the retrieval index can be hot-swapped to update the model without requiring any retraining. In future work, it may be fruitful to investigate if the two components can be jointly pre-trained from scratch, either with a denoising objective similar to BART or some another objective. Our work opens up new research directions on how parametric and non-parametric memories interact and how to most effectively combine them, showing promise in being applied to a wide variety of NLP tasks.","This text block discusses the presentation and evaluation of hybrid generation models with parametric and non-parametric memory, specifically focusing on RAG models and their performance in open-domain QA. It also explores the effectiveness of the retrieval component and suggests future research directions.",,"((299.0027777777778, 1450.7536711111109), (299.0027777777778, 1751.155337777778), (1407.99365234375, 1751.155337777778), (1407.99365234375, 1450.7536711111109))",application/pdf,['eng'],9,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.95172298,7143db81765b278e3b8719b6380cf860,,,,,695e700de4af533badc3c445fbd508a8
