,type,element_id,text,coordinates_points,coordinates_system,coordinates_layout_width,coordinates_layout_height,last_modified,filetype,languages,page_number,file_directory,filename,detection_class_prob,parent_id,image_path,next_block,makes_sense,block_type,description,table_text,image_description
83,Table,cbf087e60000fbff990d958f34e3f1cf,"Task Input Model Generation MS- MARCO deﬁne middle ear what currency needed in scotland BART ?The middle ear is the part of the ear between the middle ear and the nose. RAG-T The middle ear is the portion of the ear internal to the eardrum. RAG-S The middle ear includes the tympanic cavity and the three ossicles. BART The currency needed in Scotland is Pound sterling. RAG-T Pound is the currency needed in Scotland. RAG-S The currency needed in Scotland is the pound sterling. Jeopardy Question Gener -ation Washington The Divine Comedy BART ?This state has the largest number of counties in the U.S. RAG-T It’s the only U.S. state named for a U.S. president RAG-S It’s the state where you’ll ﬁnd Mount Rainier National Park BART *This epic poem by Dante is divided into 3 parts: the Inferno, the Purgatorio & the Purgatorio RAG-T Dante’s ""Inferno"" is the ﬁrst part of this epic poem RAG-S This 14th century work is divided into 3 sections: ""Inferno"", ""Purgatorio"" & ""Paradiso""","((299.7635498046875, 617.55419921875), (299.7635498046875, 970.5542602539062), (1379.8585205078125, 970.5542602539062), (1379.8585205078125, 617.55419921875))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],7,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.6386181712150574,,./images/Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf/table-7-2.jpg,"For 2-way classiﬁcation, we compare against Thorne and Vlachos [57], who train RoBERTa [35] to classify the claim as true or false given the gold evidence sentence. RAG achieves an accuracy within 2.7% of this model, despite being supplied with only the claim and retrieving its own evidence. We also analyze whether documents retrieved by RAG correspond to documents annotated as gold evidence in FEVER. We calculate the overlap in article titles between the top k documents retrieved by RAG and gold evidence annotations. We ﬁnd that the top retrieved document is from a gold article in 71% of cases, and a gold article is present in the top 10 retrieved articles in 90% of cases.",True,Table,,"| Task | Input | Model | Generation | 
|---|---|---|---| 
| MS-MARCO | define middle ear | BART | ?The middle ear is the part of the ear between the middle ear and the nose. |
|  |  | RAG-T | The middle ear is the portion of the ear internal to the eardrum. | 
|  |  | RAG-S | The middle ear includes the tympanic cavity and the three ossicles. |
| MS-MARCO | what currency needed in scotland | BART | The currency needed in Scotland is Pound sterling. | 
|  |  | RAG-T | Pound is the currency needed in Scotland. |
|  |  | RAG-S | The currency needed in Scotland is the pound sterling. |
| Jeopardy Question | Washington | BART | ?This state has the largest number of counties in the U.S. |
|  |  | RAG-T | It's the only U.S. state named for a U.S. president |
|  |  | RAG-S | It's the state where you'll find Mount Rainier National Park | 
| Generation | The Divine Comedy | BART | *This epic poem by Dante is divided into 3 parts: the Inferno, the Purgatorio & the Purgatorio |
|  |  | RAG-T | Dante's ""Inferno"" is the first part of this epic poem |
|  |  | RAG-S | This 14th century work is divided into 3 sections: ""Inferno"", ""Purgatorio"" & ""Paradiso"" | 
",
84,NarrativeText,8e9037cfc7c3605a6ff69e60d4a1f398,"For 2-way classiﬁcation, we compare against Thorne and Vlachos [57], who train RoBERTa [35] to classify the claim as true or false given the gold evidence sentence. RAG achieves an accuracy within 2.7% of this model, despite being supplied with only the claim and retrieving its own evidence. We also analyze whether documents retrieved by RAG correspond to documents annotated as gold evidence in FEVER. We calculate the overlap in article titles between the top k documents retrieved by RAG and gold evidence annotations. We ﬁnd that the top retrieved document is from a gold article in 71% of cases, and a gold article is present in the top 10 retrieved articles in 90% of cases.","((298.7, 1037.5842266666666), (298.7, 1247.0747822222222), (1410.6202392578125, 1247.0747822222222), (1410.6202392578125, 1037.5842266666666))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],7,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9501489400863647,,,4.5 Additional Results,True,NarrativeText,"This block discusses the performance of the RAG model on a 2-way classification task, comparing its accuracy to a RoBERTa-based model. It also analyzes the overlap between documents retrieved by RAG and gold evidence annotations in the FEVER dataset.",,
85,Title,d593ed09f1e2481a0bd2298672ec7755,4.5 Additional Results,"((297.3058776855469, 1289.207176111111), (297.3058776855469, 1316.881065), (583.10302734375, 1316.881065), (583.10302734375, 1289.207176111111))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],7,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8862077593803406,,,"Generation Diversity Section 4.3 shows that RAG models are more factual and speciﬁc than BART for Jeopardy question generation. Following recent work on diversity-promoting decoding [33, 59, 39], we also investigate generation diversity by calculating the ratio of distinct ngrams to total ngrams generated by different models. Table 5 shows that RAG-Sequence’s generations are more diverse than RAG-Token’s, and both are signiﬁcantly more diverse than BART without needing any diversity-promoting decoding.",True,Title,A sectional heading likely introducing a subsection with additional results.,,
86,NarrativeText,0a2523bcb3f30398d8ca5afd602dacec,"Generation Diversity Section 4.3 shows that RAG models are more factual and speciﬁc than BART for Jeopardy question generation. Following recent work on diversity-promoting decoding [33, 59, 39], we also investigate generation diversity by calculating the ratio of distinct ngrams to total ngrams generated by different models. Table 5 shows that RAG-Sequence’s generations are more diverse than RAG-Token’s, and both are signiﬁcantly more diverse than BART without needing any diversity-promoting decoding.","((300.0, 1345.5155094444444), (300.0, 1524.8997822222223), (1409.1641845703125, 1524.8997822222223), (1409.1641845703125, 1345.5155094444444))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],7,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9446331858634948,d593ed09f1e2481a0bd2298672ec7755,,"Retrieval Ablations A key feature of RAG is learning to retrieve relevant information for the task. To assess the effectiveness of the retrieval mechanism, we run ablations where we freeze the retriever during training. As shown in Table 6, learned retrieval improves results for all tasks.",True,NarrativeText,"This paragraph discusses the diversity of generations from RAG models compared to BART, particularly in the context of Jeopardy question generation. It highlights that RAG models produce more diverse and factual outputs without requiring diversity-promoting techniques.",,
87,NarrativeText,2b4b2c80ba8477a43e338a135b9f00fb,"Retrieval Ablations A key feature of RAG is learning to retrieve relevant information for the task. To assess the effectiveness of the retrieval mechanism, we run ablations where we freeze the retriever during training. As shown in Table 6, learned retrieval improves results for all tasks.","((298.34661865234375, 1563.293287222222), (298.34661865234375, 1651.766448888889), (1411.313232421875, 1651.766448888889), (1411.313232421875, 1563.293287222222))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],7,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9431060552597046,d593ed09f1e2481a0bd2298672ec7755,,"We compare RAG’s dense retriever to a word overlap-based BM25 retriever [53]. Here, we replace RAG’s retriever with a ﬁxed BM25 system, and use BM25 retrieval scores as logits when calculating p(z|x). Table 6 shows the results. For FEVER, BM25 performs best, perhaps since FEVER claims are heavily entity-centric and thus well-suited for word overlap-based retrieval. Differentiable retrieval improves results on all other tasks, especially for Open-Domain QA, where it is crucial.",True,NarrativeText,"This block discusses the importance of the retrieval mechanism in RAG, particularly highlighting the benefits of learned retrieval over fixed BM25 retrieval for various NLP tasks.",,
88,NarrativeText,858979d8a4b9dc39fe3dde88450c77cf,"We compare RAG’s dense retriever to a word overlap-based BM25 retriever [53]. Here, we replace RAG’s retriever with a ﬁxed BM25 system, and use BM25 retrieval scores as logits when calculating p(z|x). Table 6 shows the results. For FEVER, BM25 performs best, perhaps since FEVER claims are heavily entity-centric and thus well-suited for word overlap-based retrieval. Differentiable retrieval improves results on all other tasks, especially for Open-Domain QA, where it is crucial.","((298.7, 1669.61756), (298.7, 1818.5025599999997), (1408.5947265625, 1818.5025599999997), (1408.5947265625, 1669.61756))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],7,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9510906338691713,d593ed09f1e2481a0bd2298672ec7755,,"Index hot-swapping An advantage of non-parametric memory models like RAG is that knowledge can be easily updated at test time. Parametric-only models like T5 or BART need further training to update their behavior as the world changes. To demonstrate, we build an index using the DrQA [5] Wikipedia dump from December 2016 and compare outputs from RAG using this index to the newer index from our main results (December 2018). We prepare a list of 82 world leaders who had changed",True,NarrativeText,"This block compares the performance of RAG's dense retriever with a BM25 retriever on different tasks, highlighting the strengths of each approach.",,
89,NarrativeText,3a70a1dd5397de59bbbab4a96c2d6b69,"Index hot-swapping An advantage of non-parametric memory models like RAG is that knowledge can be easily updated at test time. Parametric-only models like T5 or BART need further training to update their behavior as the world changes. To demonstrate, we build an index using the DrQA [5] Wikipedia dump from December 2016 and compare outputs from RAG using this index to the newer index from our main results (December 2018). We prepare a list of 82 world leaders who had changed","((298.7, 1856.8988427777779), (298.7, 2005.97756), (1403.882568359375, 2005.97756), (1403.882568359375, 1856.8988427777779))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],7,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9440826177597046,d593ed09f1e2481a0bd2298672ec7755,,7,True,NarrativeText,This block discusses the advantage of non-parametric memory models like RAG in updating knowledge and compares it to parametric models. It mentions using a specific index for comparison and introduces a study about world leaders.,,
90,Footer,fd7067354188004d3409af2776a56ccf,7,"((842.4220581054688, 2061.325893333333), (842.4220581054688, 2088.999782222222), (857.6384887695312, 2088.999782222222), (857.6384887695312, 2061.325893333333))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],7,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.7481048107147217,,,Table 4: Human assessments for the Jeopardy Question Generation Task.,False,UncategorizedText,The text block only contains the number '7' which lacks context and meaning on its own.,,
91,NarrativeText,a49acf4ac971ad8068e885bacc3b3cfc,Table 4: Human assessments for the Jeopardy Question Generation Task.,"((299.14166666666665, 218.8870044444444), (299.14166666666665, 276.8636711111112), (844.8018188476562, 276.8636711111112), (844.8018188476562, 218.8870044444444))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],8,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8250964283943176,,,Table 5: Ratio of distinct to total tri-grams for generation tasks.,True,FigureCaption,"Describes the contents of Table 4, which presents human evaluations for the Jeopardy Question Generation Task.",,
92,Title,7202ce69f7ea087b41e2cf96783a4507,Table 5: Ratio of distinct to total tri-grams for generation tasks.,"((860.1361111111111, 218.8870044444444), (860.1361111111111, 276.8636711111112), (1400.4643638444445, 276.8636711111112), (1400.4643638444445, 218.8870044444444))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],8,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,,,,Factuality Speciﬁcity MSMARCO Jeopardy QGen BART better RAG better Both good Both poor No majority 7.1% 42.7% 11.7% 17.7% 20.8% 16.8% 37.4% 11.8% 6.9% 20.1% Gold BART RAG-Token RAG-Seq. 89.6% 70.7% 77.8% 83.5% 90.0% 32.4% 46.8% 53.8%,True,FigureCaption,"Describes the data presented in table 5, which shows the ratio of distinct to total tri-grams for generation tasks.",,
93,Table,fa90dba547107ceeebfedeaf6f53df24,Factuality Speciﬁcity MSMARCO Jeopardy QGen BART better RAG better Both good Both poor No majority 7.1% 42.7% 11.7% 17.7% 20.8% 16.8% 37.4% 11.8% 6.9% 20.1% Gold BART RAG-Token RAG-Seq. 89.6% 70.7% 77.8% 83.5% 90.0% 32.4% 46.8% 53.8%,"((351.8543701171875, 300.869384765625), (351.8543701171875, 482.17822265625), (1389.088623046875, 482.17822265625), (1389.088623046875, 300.869384765625))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],8,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8491016626358032,7202ce69f7ea087b41e2cf96783a4507,./images/Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf/table-8-3.jpg,"Table 6: Ablations on the dev set. As FEVER is a classiﬁcation task, both RAG models are equivalent.",True,Table,,"|         | Factuality | Specificity |
| -------- | ---------- | ----------- |
| BART better | 7.1%       | 16.8%      |
| RAG better | **42.7%**      | **37.4%**     |
| Both good | 11.7%      | 11.8%      |
| Both poor | 17.7%      | 6.9%       |
| No majority | 20.8%      | 20.1%      |

|         | MSMARCO | Jeopardy QGen |
| -------- | -------- | -------------- |
| Gold     | 89.6%   | 90.0%         |
| BART     | 70.7%   | 32.4%         |
| RAG-Token | 77.8%   | 46.8%         |
| RAG-Seq. | 83.5%   | 53.8%         | 
",
94,FigureCaption,49f51a4ba2fa63b24152d482d35d2c3e,"Table 6: Ablations on the dev set. As FEVER is a classiﬁcation task, both RAG models are equivalent.","((299.14166666666665, 549.9342266666666), (299.14166666666665, 577.6081155555557), (1400.72607421875, 577.6081155555557), (1400.72607421875, 549.9342266666666))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],8,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.7508386969566345,7202ce69f7ea087b41e2cf96783a4507,,Model NQ TQA WQ Exact Match CT Jeopardy-QGen MSMarco B-1 B-1 QB-1 R-L RAG-Token-BM25 RAG-Sequence-BM25 29.7 31.8 41.5 44.1 32.1 36.6 33.1 33.8 17.5 11.1 22.3 19.5 55.5 56.5 48.4 46.9 75.1 91.6 RAG-Token-Frozen RAG-Sequence-Frozen 37.8 41.2 50.1 52.1 37.1 41.8 51.1 52.6 16.7 11.8 21.7 19.6 55.9 56.7 49.4 47.3 72.9 89.4 RAG-Token RAG-Sequence 43.5 44.0 54.8 55.8 46.5 44.9 51.9 53.4 17.9 15.3 22.6 21.5 56.2 57.2 49.4 47.5 74.5 90.6,True,FigureCaption,"Description of Table 6, focusing on ablation study results on the dev set for a classification task within the FEVER dataset.",,
