,type,element_id,text,coordinates_points,coordinates_system,coordinates_layout_width,coordinates_layout_height,last_modified,filetype,languages,page_number,file_directory,filename,detection_class_prob,parent_id,image_path
210,NarrativeText,19c039a20c25d6daa8af532cf6b258ca,"For FEVER classiﬁcation, we follow the practice from [32], and ﬁrst re-generate the claim, and then classify using the representation of the ﬁnal hidden state, before ﬁnally marginalizing across documents to obtain the class probabilities. The FEVER task traditionally has two sub-tasks. The ﬁrst is to classify the claim as either ""Supported"", ""Refuted"" or ""Not Enough Info"", which is the task we explore in the main paper. FEVER’s other sub-task involves extracting sentences from Wikipedia as evidence supporting the classiﬁcation prediction. As FEVER uses a different Wikipedia dump to us, directly tackling this task is not straightforward. We hope to address this in future work.","((299.0027777777778, 1177.4592266666666), (299.0027777777778, 1386.949782222222), (1411.2562255859375, 1386.949782222222), (1411.2562255859375, 1177.4592266666666))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],18,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9509257078170776,ab0d42fa1433ef05d1577c648123092a,
211,Title,7b94920f67bb7800a18a871e136b1ed0,F Null Document Probabilities,"((298.1177062988281, 1433.4623244444444), (298.1177062988281, 1466.671213333333), (759.536865234375, 1466.671213333333), (759.536865234375, 1433.4623244444444))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],18,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9155136942863464,,
212,NarrativeText,c378d3d42c4c1c2c80e0b2c3080bf78c,"We experimented with adding ""Null document"" mechanism to RAG, similar to REALM [20] in order to model cases where no useful information could be retrieved for a given input. Here, if k documents were retrieved, we would additionally ""retrieve"" an empty document and predict a logit for the null document, before marginalizing over k + 1 predictions. We explored modelling this null document logit by learning (i) a document embedding for the null document, (ii) a static learnt bias term, or (iii) a neural network to predict the logit. We did not ﬁnd that these improved performance, so in the interests of simplicity, we omit them. For Open MS-MARCO, where useful retrieved documents cannot always be retrieved, we observe that the model learns to always retrieve a particular set of documents for questions that are less likely to beneﬁt from retrieval, suggesting that null document mechanisms may not be necessary for RAG.","((298.7, 1502.1231155555556), (298.7, 1802.524782222222), (1408.9925537109375, 1802.524782222222), (1408.9925537109375, 1502.1231155555556))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],18,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9534335732460022,7b94920f67bb7800a18a871e136b1ed0,
213,Title,0a96175e8fd9c2d46b2be09b38f045d3,G Parameters,"((296.3894958496094, 1849.0345466666668), (296.3894958496094, 1882.2434355555556), (527.2184448242188, 1882.2434355555556), (527.2184448242188, 1849.0345466666668))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],18,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9006296992301941,,
214,NarrativeText,446e6e901781dca12a4bbf57b99b5e2a,"Our RAG models contain the trainable parameters for the BERT-base query and document encoder of DPR, with 110M parameters each (although we do not train the document encoder ourselves) and 406M trainable parameters from BART-large, 406M parameters, making a total of 626M trainable","((298.3764343261719, 1917.6981155555554), (298.3764343261719, 2005.97756), (1409.25830078125, 2005.97756), (1409.25830078125, 1917.6981155555554))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],18,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9446691274642944,0a96175e8fd9c2d46b2be09b38f045d3,
215,Footer,7510fd846b9d3578459aec4a9f5e9579,18,"((836.1638888888889, 2061.325893333333), (836.1638888888889, 2088.999782222222), (865.0907592773438, 2088.999782222222), (865.0907592773438, 2061.325893333333))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],18,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.7605224847793579,,
216,FigureCaption,ee09fc019c02aecaa01e0485a0deb215,Table 7: Number of instances in the datasets used. *A hidden subset of this data is used for evaluation,"((299.14166666666665, 218.8870044444444), (299.14166666666665, 246.56089333333347), (1399.9862740777774, 246.56089333333347), (1399.9862740777774, 218.8870044444444))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],19,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8786354064941406,,
217,Table,00769717a3e087a8df85452c617ca67d,Task Train Development Test Natural Questions TriviaQA WebQuestions CuratedTrec Jeopardy Question Generation MS-MARCO FEVER-3-way FEVER-2-way 79169 78786 3418 635 97392 153726 145450 96966 8758 8838 362 134 13714 12468 10000 6666 3611 11314 2033 635 26849 101093* 10000 6666,"((484.2055358886719, 268.2554626464844), (484.2055358886719, 542.59326171875), (1221.9962158203125, 542.59326171875), (1221.9962158203125, 268.2554626464844))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],19,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9349230527877808,,./images/Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf/table-19-5.jpg
218,NarrativeText,92275503f7c4d1704d9a92d4b08f2e88,"parameters. The best performing ""closed-book"" (parametric only) open-domain QA model is T5-11B with 11 Billion trainable parameters. The T5 model with the closest number of parameters to our models is T5-large (770M parameters), which achieves a score of 28.9 EM on Natural Questions [52], substantially below the 44.5 that RAG-Sequence achieves, indicating that hybrid parametric/non- parametric models require far fewer trainable parameters for strong open-domain QA performance. The non-parametric memory index does not consist of trainable parameters, but does consists of 21M 728 dimensional vectors, consisting of 15.3B values. These can be easily be stored at 8-bit ﬂoating point precision to manage memory and disk footprints.","((299.0027777777778, 605.8675599999999), (299.0027777777778, 845.6608933333332), (1407.8076171875, 845.6608933333332), (1407.8076171875, 605.8675599999999))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],19,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9491978883743286,,
219,Title,8cc9db04a2f4cc220f257af592fffe8a,H Retrieval Collapse,"((297.9806823730469, 892.2873244444444), (297.9806823730469, 925.4962133333332), (622.2971801757812, 925.4962133333332), (622.2971801757812, 892.2873244444444))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],19,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9072504639625549,,
220,NarrativeText,2468b5236da66343df583c9d870c41f3,"In preliminary experiments, we observed that for some tasks such as story generation [11], the retrieval component would “collapse” and learn to retrieve the same documents regardless of the input. In these cases, once retrieval had collapsed, the generator would learn to ignore the documents, and the RAG model would perform equivalently to BART. The collapse could be due to a less-explicit requirement for factual knowledge in some tasks, or the longer target sequences, which could result in less informative gradients for the retriever. Perez et al. [46] also found spurious retrieval results when optimizing a retrieval component in order to improve performance on downstream tasks.","((299.0027777777778, 961.0620044444444), (299.0027777777778, 1170.5553377777776), (1409.17724609375, 1170.5553377777776), (1409.17724609375, 961.0620044444444))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],19,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.947708249092102,8cc9db04a2f4cc220f257af592fffe8a,
221,Title,7f10efb85a3fe1e47acc1d058e6c9591,I Number of instances per dataset,"((298.6259765625, 1217.178991111111), (298.6259765625, 1250.3878799999998), (805.666748046875, 1250.3878799999998), (805.666748046875, 1217.178991111111))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],19,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.911698043346405,,
222,NarrativeText,a3a2969e742677c71e137666dcca51ba,"The number of training, development and test datapoints in each of our datasets is shown in Table 7.","((299.14166666666665, 1285.9536711111111), (299.14166666666665, 1313.62756), (1395.6666259765625, 1313.62756), (1395.6666259765625, 1285.9536711111111))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],19,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8811908960342407,7f10efb85a3fe1e47acc1d058e6c9591,
223,Header,80299957d63e5473aca4b1f6529f8263,19,"((836.1638888888889, 2061.325893333333), (836.1638888888889, 2088.999782222222), (864.5360717773438, 2088.999782222222), (864.5360717773438, 2061.325893333333))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],19,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.6223052740097046,,
